정류장 번호,관리번호,정류장명,정류장명(영어),경도,위도,데이터기준일
2365,250026638,당림1리5반,Dangnim 1(il)-ri 5(o)-ban,127.6011 ,37.8531 ,2025-02-12
2366,250026639,덕두원주말농장,Deokduwon Weekend Farm,127.6409 ,37.8742 ,2025-02-12
2367,250026640,덕두원주말농장,Deokduwon Weekend Farm,127.6410 ,37.8742 ,2025-02-12
2369,250026642,강원도시가스,Kangwon City Gas,127.7482 ,37.8861 ,2025-02-12
2370,250026643,강원도시가스,Kangwon City Gas,127.7479 ,37.8859 ,2025-02-12
2371,250026644,소양1교,Soyang 1(il)-gyo,127.7318 ,37.8938 ,2025-02-12
2372,250026645,소양1교,Soyang 1(il)-gyo,127.7298 ,37.8938 ,2025-02-12
2373,250026646,평화공원,Pyeongwha Park,127.7178 ,37.8891 ,2025-02-12
2374,250026647,평화공원,Pyeongwha Park,127.7182 ,37.8890 ,2025-02-12
2376,250026649,부강연립,Bugang Row House,127.7118 ,37.8785 ,2025-02-12
2382,250026655,천전삼거리,Cheonjeon Samgeori,127.7816 ,37.9302 ,2025-02-12
2383,250026656,상천초교입구,Sangcheon Elementary School Entrance,127.7835 ,37.9339 ,2025-02-12
2384,250026657,상천초교입구,Sangcheon Elementary School Entrance,127.7833 ,37.9339 ,2025-02-12
2385,250026658,롯데마트석사점,Lotte Mart Seoksa Branch,127.7582 ,37.8667 ,2025-02-12
2386,250026659,롯데마트석사점,Lotte Mart Seoksa Branch,127.7585 ,37.8667 ,2025-02-12
2387,250026660,스무숲입구,Smusup  Entrance,127.7488 ,37.8506 ,2025-02-12
2388,250026661,춘천고용복지센터,Chuncheon Employment Welfare Center,127.7447 ,37.8515 ,2025-02-12
2389,250026662,강원체고앞,Gangwon Physical Education High School Front,127.6928 ,37.8587 ,2025-02-12
2390,250026663,강원체고앞,Gangwon Physical Education High School Front,127.6925 ,37.8589 ,2025-02-12
2391,250026664,춘천공원묘지,Chuncheon Community Cemetery,127.7853 ,37.9429 ,2025-02-12
2394,250026667,갈골,Galgol,127.7401 ,37.7809 ,2025-02-12
2395,250026668,솔바우마을,Solbau Village,127.6933 ,37.9899 ,2025-02-12
2396,250026669,서부지구대,Seobu Police Precinct,127.7130 ,37.8746 ,2025-02-12
2397,250026670,창촌2리입구,Changchon 2(i)-ri Entrance,127.6453 ,37.7853 ,2025-02-12
2398,250026671,창촌2리입구,Changchon 2(i)-ri Entrance,127.6453 ,37.7851 ,2025-02-12
2399,250026672,창촌농공단지,Changchon Agro？industrial Complex,127.6413 ,37.7839 ,2025-02-12
2400,250026673,삼포유원지,Sampo Recreation Area,127.7123 ,37.7960 ,2025-02-12
2401,250026674,삼포유원지,Sampo Recreation Area,127.7125 ,37.7958 ,2025-02-12
2402,250026675,혈동1리,Hyeoldong 1(il)-ri,127.7137 ,37.7732 ,2025-02-12
2403,250026676,덕만리혈동1리입구,Deokman-ri Hyeoldong 1(il)-ri Entrance,127.7134 ,37.7732 ,2025-02-12
2404,250026677,보매기,Bomaegi,127.6440 ,37.7850 ,2025-02-12
2407,250026680,월송1리,Wolsong 1(il)-ri,127.6922 ,37.9294 ,2025-02-12
2408,250026681,월송1리,Wolsong 1(il)-ri,127.6966 ,37.9306 ,2025-02-12
2413,250026686,신촌1리,Sinchon 1(il)-ri,127.7854 ,37.8552 ,2025-02-12
2414,250026687,신촌1리,Sinchon 1(il)-ri,127.7855 ,37.8551 ,2025-02-12
2415,250026688,행촌리종점,Hangchon-ri Terminus,127.6748 ,37.7473 ,2025-02-12
2416,250026689,홈플러스,Homeplus,127.7341 ,37.8509 ,2025-02-12
2417,250026690,만천주공A,Mancheon Jugong Apartment,127.7594 ,37.8842 ,2025-02-12
2418,250026691,만천주공A,Mancheon Jugong Apartment,127.7593 ,37.8844 ,2025-02-12
2419,250026692,새고개,Sae Pass,127.7195 ,37.7997 ,2025-02-12
2420,250026693,서천분교,Seocheon Branch School,127.5555 ,37.8358 ,2025-02-12
2421,250026694,서천분교,Seocheon Branch School,127.5553 ,37.8362 ,2025-02-12
2422,250026695,발산1리1반,Balsan 1(il)-ri 1(il)-ban,127.6026 ,37.7321 ,2025-02-12
2423,250026696,발산1리1반,Balsan 1(il)-ri 1(il)-ban,127.6027 ,37.7323 ,2025-02-12
2424,250026697,당림초교,Dangnim Elementary School,127.6080 ,37.8372 ,2025-02-12
2425,250026698,거두1리1반,Geodu 1(il)-ri 1(il)-ban,127.7739 ,37.8609 ,2025-02-12
2426,250026699,지내리,Jinae-ri,127.7281 ,37.9436 ,2025-02-12
2428,250026701,만천3리,Mancheon 3(sam)-ri,127.7810 ,37.8750 ,2025-02-12
2429,250026702,올미,Olmi Village,127.7342 ,37.9303 ,2025-02-12
2430,250026703,올미,Olmi Village,127.7343 ,37.9304 ,2025-02-12
2431,250026704,당림리,Dangnim-ri,127.6052 ,37.8339 ,2025-02-12
2432,250026705,방동리입구,Bangdong-ri Entrance,127.6893 ,37.8950 ,2025-02-12
2433,250026706,서상마을회관,Seosang Village Hall,127.6612 ,37.9354 ,2025-02-12
2434,250026707,서상2리,Seosang 2(i)-ri,127.6706 ,37.9365 ,2025-02-12
2435,250026708,서상2리,Seosang 2(i)-ri,127.6771 ,37.9381 ,2025-02-12
2436,250026709,서상2리,Seosang 2(i)-ri,127.6649 ,37.9361 ,2025-02-12
2437,250026710,우러니입구,Ureoni Entrance,127.6913 ,37.7358 ,2025-02-12
2442,250026715,창촌3리2반, Changchon 3(sam)-ri 2(i)-ban,127.6405 ,37.7756 ,2025-02-12
2443,250026716,관천리종점,Gwancheon-ri Terminus,127.5124 ,37.7234 ,2025-02-12
2444,250002195,발산3리종점,Balsan 3(i)-ri Terminus,127.7475 ,37.9610 ,2025-02-12
2445,250026718,오항리종점,Ohang-ri Terminus,127.9044 ,37.9775 ,2025-02-12
2446,250026719,청평사종점,Cheongpyeongsa Terminus,127.8177 ,37.9818 ,2025-02-12
2447,250026720,양통종점,Yangtong Terminus,127.7380 ,38.0018 ,2025-02-12
2448,250026721,오탄2리종점,Otan 2(i)-ri Terminus,127.5816 ,38.0525 ,2025-02-12
2449,250026722,수동1리종점,Sudong 1(il)-ri Terminus,127.6793 ,37.7734 ,2025-02-12
2450,250026723,창촌3리종점,Changchon 3(sam)-ri Terminus,127.6262 ,37.7768 ,2025-02-12
2451,250026724,혈동1리종점,Hyeoldong 1(il)-ri Terminus,127.7001 ,37.7715 ,2025-02-12
2452,250026725,증4리종점,Jeung 4(Sa)-ri Terminus,127.7311 ,37.7988 ,2025-02-12
2453,250026726,혈동2리종점,Hyeoldong 2(i)-ri Terminus,127.6874 ,37.7853 ,2025-02-12
2454,250026727,서상2리종점,Seosang 2(i)-ri Terminus,127.6580 ,37.9344 ,2025-02-12
2455,250026728,방동리종점,Bangdong-ri Terminus,127.6656 ,37.9091 ,2025-02-12
2456,250026729,백양리종점,Baegyang-ri Terminus,127.5732 ,37.8103 ,2025-02-12
2458,250026731,가정리종점,Gajeong-ri Terminus,127.5775 ,37.7633 ,2025-02-12
2460,250026733,거두2리마을회관,Geodu 2(i)-ri Village Hall,127.7874 ,37.8612 ,2025-02-12
2461,250026734,용산3리마을회관,Yongsan 3(sam)-ri Village Hall,127.7075 ,37.9465 ,2025-02-12
2462,250026735,지내2리마을회관,Jinae 2(i)-ri Village Hall,127.7210 ,37.9598 ,2025-02-12
2463,250026736,올미종점,Olmi Terminus,127.7373 ,37.9263 ,2025-02-12
2464,250026737,지암2교,Jiam 2(i)-gyo,127.5953 ,37.9755 ,2025-02-12
2465,250026738,재취골,Jaechwigol,127.7314 ,37.7892 ,2025-02-12
2466,250026739,조양3리종점,Joyang 3(sam)-ri Terminus,127.8328 ,37.7511 ,2025-02-12
2468,250026741,구곡폭포종점,Gugokpokpo Terminus,127.6168 ,37.7973 ,2025-02-12
2469,250026742,안보2리종점,Anbo 2(i)-ri Terminus,127.5765 ,37.8499 ,2025-02-12
2471,250026744,덕두2리종점,Deokdu 2(i)-ri Terminus,127.6294 ,37.8832 ,2025-02-12
2472,250026745,창촌농공단지,Changchon Agro？industrial Complex,127.6414 ,37.7837 ,2025-02-12
2473,250026746,방곡2리종점,Banggok 2(i)-ri Terminus,127.6293 ,37.7881 ,2025-02-12
2474,250026747,설미종점,Seolmi Terminus,127.6792 ,37.8099 ,2025-02-12
2475,250026748,월곡리종점,Wolgok-ri Terminus,127.8081 ,37.9226 ,2025-02-12
2476,250026749,월송3리종점,Wolsong 3(sam)-ri Terminus,127.6754 ,37.9171 ,2025-02-12
2477,265000707,애니메이션박물관,Animation Museum,127.6899 ,37.8932 ,2025-02-12
2478,250026751,오월리종점,Owol-ri Terminus,127.6251 ,37.9663 ,2025-02-12
2481,250026754,가재미마을,Gajaemi Village,127.6860 ,37.9260 ,2025-02-12
2482,250026755,월송1리,Wolsong 1(il)-ri,127.6840 ,37.9292 ,2025-02-12
2483,250026756,월송1리,Wolsong 1(il)-ri,127.6728 ,37.9207 ,2025-02-12
2484,250026757,월송2리입구,Wolsong 2(i)-ri Entrance,127.6938 ,37.9184 ,2025-02-12
2485,250026758,삽다리고개,Sapdari Pass,127.6600 ,37.7361 ,2025-02-12
2486,250026759,소양호권역홍보관,Soyangho Area Public Information Hall,127.8804 ,38.0297 ,2025-02-12
2487,250026760,창촌3리삼거리,Changchon 3(sam)-ri Samgeori,127.6426 ,37.7708 ,2025-02-12
2488,250026761,전력산업단지,Electric Power Industrial Complex,127.6275 ,37.7646 ,2025-02-12
2489,250026762,백치고개정상,Baekchi Pass Summit,127.8158 ,38.0030 ,2025-02-12
2490,250026763,광판삼거리,Gwangpan Samgeori,127.7116 ,37.7438 ,2025-02-12
2491,250026764,호수요양병원,Hosu Hospital,127.6956 ,37.9824 ,2025-02-12
2492,250026765,거두리종점,Geodu-ri Terminus,127.7918 ,37.8616 ,2025-02-12
2494,250026767,한신휴플러스,Hanshin Hue Plus Apartment,127.7264 ,37.8840 ,2025-02-12
2495,250026768,e편한세상,ePyeonhansesang Apartment,127.7266 ,37.8841 ,2025-02-12
2496,250026769,사암2리마을회관,Saam 2(i)-ri Village Hall,127.7668 ,37.8398 ,2025-02-12
2497,265000710,사암2리,Saam 2(i)-ri,127.7710 ,37.8355 ,2025-02-12
2498,250026771,거두1리1반,Geodu 1(il)-ri 1(il)-ban,127.7697 ,37.8603 ,2025-02-12
2499,250026772,사암4리,Saam 4(sa)-ri,127.7641 ,37.8238 ,2025-02-12
2500,250026773,사암리,Saam-ri,127.7677 ,37.8261 ,2025-02-12
2503,250026776,학곡리,Hakgok-ri,127.7633 ,37.8228 ,2025-02-12
2504,250026777,새고개교,Sae Pass-gyo,127.7280 ,37.7994 ,2025-02-12
2505,250026778,장학교차로,Janghak Junction,127.7556 ,37.8938 ,2025-02-12
2506,250026779,장학해온채A,Janghak Haeonchae Apartment,127.7539 ,37.8973 ,2025-02-12
2507,265000700,장학해온채A,Janghak Haeonchae Apartment,127.7538 ,37.8983 ,2025-02-12
2508,250026781,꿈자람어린이공원,Adventure Kids Park,127.7205 ,37.8837 ,2025-02-12
2509,250026782,꿈자람어린이공원,Adventure Kids Park,127.7204 ,37.8835 ,2025-02-12
2512,250026785,오월2리,Owol 2(i)-ri,127.6272 ,37.9682 ,2025-02-12
2513,250026786,오월2리,Owol 2(i)-ri,127.6292 ,37.9697 ,2025-02-12
2514,250026787,오월2리,Owol 2(i)-ri,127.6356 ,37.9716 ,2025-02-12
2515,250026788,강원숲체험장입구,Gangwon Forest Experience Center Entrance,127.6409 ,37.9716 ,2025-02-12
2516,250026789,오월2리,Owol 2(i)-ri,127.6417 ,37.9752 ,2025-02-12
2517,250026790,오월리납실교,Owol-ri Napsilgyo,127.6431 ,37.9787 ,2025-02-12
2518,250026791,새고개교,Sae Pass-gyo,127.7281 ,37.7995 ,2025-02-12
2519,250026792,장학1리마을회관,Janghak 1(il)-ri Village Hall,127.7638 ,37.8968 ,2025-02-12
2520,250026793,장학1리마을회관,Janghak 1(il)-ri Village Hall,127.7636 ,37.8969 ,2025-02-12
2521,265000708,하일종점,Hail Terminus,127.7550 ,37.9139 ,2025-02-12
2522,250026795,하일,Hail,127.7569 ,37.9137 ,2025-02-12
2523,250026796,장학농장,Janghak Farm,127.7567 ,37.9107 ,2025-02-12
2524,250026797,장학2리,Janghak 2(i)-ri,127.7547 ,37.9076 ,2025-02-12
2525,250026798,장학2리마을회관,Janghak 2(i)-ri Village Hall,127.7537 ,37.9057 ,2025-02-12
2526,250026799,장학2리마을회관,Janghak 2(i)-ri Village Hall,127.7538 ,37.9057 ,2025-02-12
2527,250026800,장학2리,Janghak 2(i)-ri,127.7548 ,37.9076 ,2025-02-12
2528,250026801,장학농장,Janghak Farm,127.7568 ,37.9107 ,2025-02-12
2529,250026802,하일,Hail,127.7570 ,37.9138 ,2025-02-12
2530,250026803,팔미1리,Palmi 1(il)-ri,127.7103 ,37.8298 ,2025-02-12
2531,250026804,의암리입구,Uiam-ri Entrance,127.6820 ,37.8273 ,2025-02-12
2532,250026805,의암리입구,Uiam-ri Entrance,127.6810 ,37.8278 ,2025-02-12
2533,250026806,강원효장례문화원,Gangwon Hyo Funeral Home,127.7762 ,37.8579 ,2025-02-12
2534,250026807,퇴계농공로,Toegyenonggon-ro,127.7418 ,37.8454 ,2025-02-12
2535,250026808,퇴계공단길,Toegyegongdan-gil,127.7354 ,37.8456 ,2025-02-12
2536,250026809,도재활병원삼거리,Gangwon-do Rehabilitation Hospital Samgeori,127.7384 ,37.9031 ,2025-02-12
2537,250026810,강원도재활병원,Gangwondo Rehabilitation Hospital,127.7420 ,37.9039 ,2025-02-12
2538,250026811,우두사거리,Udu Sageori,127.7402 ,37.9069 ,2025-02-12
2539,250026812,거두농공단지,Geodu Agroindustrial Complex,127.7788 ,37.8658 ,2025-02-12
2540,250026813,거두농공단지종점,Geodu Agroindustrial Complex Terminus,127.7814 ,37.8670 ,2025-02-12
2541,250026814,거두농공단지종점,Geodu Agroindustrial Complex Terminus,127.7813 ,37.8671 ,2025-02-12
2542,250026815,거두농공단지,Geodu Agroindustrial Complex,127.7787 ,37.8659 ,2025-02-12
2543,250026816,강원도재활병원,Gangwondo Rehabilitation Hospital,127.7418 ,37.9035 ,2025-02-12
2544,250026817,간동2교,Gandong 2(i)-gyo,127.8136 ,38.0268 ,2025-02-12
2545,250026818,간동2교,Gandong 2(i)-gyo,127.8135 ,38.0270 ,2025-02-12
2546,250026819,추곡약수터입구,Chugok Mineral Spring Entrance,127.8896 ,38.0302 ,2025-02-12
2547,250026820,군자리,Gunja-ri,127.7354 ,37.7883 ,2025-02-12
2548,250026821,팔미1리,Palmi 1(il)-ri,127.7104 ,37.8293 ,2025-02-12
2549,250026822,산촌생태마을,Sanchon Eco Village,127.6361 ,37.8802 ,2025-02-12
2550,250026823,지내1리종점,Jinae 1(il)-ri Terminus,127.7328 ,37.9673 ,2025-02-12
2551,265000657,지내2리성문산,Jinae 2(i)-ri Seongmunsan,127.7200 ,37.9612 ,2025-02-12
2551,250026824,지내2리성문산,Jinae 2(i)-ri Seongmunsan,127.7200 ,37.9612 ,2025-02-12
2552,265000658,지내2리샘골,Jinae 2(i)-ri Saemgol,127.7236 ,37.9629 ,2025-02-12
2553,265000659,지내1리,Jinae 1(il)-ri,127.7274 ,37.9641 ,2025-02-12
2554,265000660,지내1리,Jinae 1(il)-ri,127.7301 ,37.9651 ,2025-02-12
2555,250026828,소망마을,Somang Village,127.7836 ,37.9335 ,2025-02-12
2556,250026829,해강A,Haegang Apartment,127.7896 ,37.9329 ,2025-02-12
2557,250026830,장학부영A,Janghak Booyoung Apartment,127.7528 ,37.8964 ,2025-02-12
2558,250026831,장학LH1단지,Janghak LH 1(il)-danji,127.7526 ,37.8964 ,2025-02-12
2561,250026834,칠전대우A,Chiljeon Daewoo Apartment,127.7132 ,37.8449 ,2025-02-12
2564,250026837,원창교,Wonchanggyo,127.7439 ,37.7872 ,2025-02-12
2565,250026838,창촌3리,Changchon 3(sam)-ri,127.6365 ,37.7686 ,2025-02-12
2566,250026839,신동교,Sindonggyo,127.7211 ,37.9348 ,2025-02-12
2567,250026840,보매기,Bomaegi,127.6441 ,37.7848 ,2025-02-12
2569,250026842,증4리,Jeung 4(Sa)-ri,127.7238 ,37.8012 ,2025-02-12
2570,250026843,송암리,Songam-ri,127.6977 ,37.9888 ,2025-02-12
2571,250026844,오월교,Owolgyo,127.6487 ,37.9797 ,2025-02-12
2572,250026845,간척리,Gancheok-ri,127.8375 ,38.0289 ,2025-02-12
2573,250026846,태백교,Taebaekgyo,127.7536 ,37.8487 ,2025-02-12
2574,250026847,운전면허시험장,Driver’s License Examination Office,127.7510 ,37.9476 ,2025-02-12
2575,250026848,감정리,Gamjeong-ri,127.7866 ,37.9039 ,2025-02-12
2576,250026849,지내리,Jinae-ri,127.7286 ,37.9514 ,2025-02-12
2577,250026850,큰물건너입구,Keunmulgeonneo Entrance,127.6822 ,37.9820 ,2025-02-12
2578,250026851,서천리주명교,Seocheon-ri Jumyeonggyo,127.5529 ,37.8434 ,2025-02-12
2579,250026852,인성학교입구,Inseong School Entrance,127.8797 ,37.9983 ,2025-02-12
2580,250026853,인성학교입구,Inseong School Entrance,127.8798 ,37.9985 ,2025-02-12
2581,250026854,군자3리,Gunja 3(sam)-ri,127.7553 ,37.7600 ,2025-02-12
2582,250026855,방곡2리,Banggok 2(i)-ri,127.6329 ,37.7888 ,2025-02-12
2583,250026856,월곡리입구,Wolgok-ri Entrance,127.7945 ,37.9169 ,2025-02-12
2584,250026857,조양삼거리,Joyang Samgeori,127.7648 ,37.7674 ,2025-02-12
2585,250026858,오월교,Owolgyo,127.6493 ,37.9796 ,2025-02-12
2586,250026859,산수1리마을회관,Sansu 1(il)-ri Village Hall,127.6682 ,37.7140 ,2025-02-12
2587,250026860,강촌입구,Gangchon Entrance,127.6319 ,37.8194 ,2025-02-12
2588,250026861,혈동1리,Hyeoldong 1(il)-ri,127.7068 ,37.7688 ,2025-02-12
2589,250026862,오빛뜰체험관,Obittteul Experience Center,127.8881 ,37.9853 ,2025-02-12
2590,250026863,오빛뜰체험관,Obittteul Experience Center,127.8881 ,37.9855 ,2025-02-12
2591,250026866,옥광산,Jade Mine,127.8055 ,37.9210 ,2025-02-12
2592,250026867,지내1리,Jinae 1(il)-ri,127.7301 ,37.9653 ,2025-02-12
2593,250026868,지내1리,Jinae 1(il)-ri,127.7273 ,37.9642 ,2025-02-12
2594,250026869,지내2리샘골,Jinae 2(i)-ri Saemgol,127.7227 ,37.9629 ,2025-02-12
2595,250026870,지내2리성문산,Jinae 2(i)-ri Seongmunsan,127.7200 ,37.9613 ,2025-02-12
2596,250027104,지내2리응달말,Jinae 2(i)-ri Eungdalmal,127.7232 ,37.9578 ,2025-02-12
2597,250026872,지내리,Jinae-ri,127.7285 ,37.9514 ,2025-02-12
2598,265000752,발산1리,Balsan 1(il)-ri,127.7558 ,37.9599 ,2025-02-12
2599,250026874,발산2리,Balsan 2(i)-ri,127.7624 ,37.9616 ,2025-02-12
2600,250026875,발산2리,Balsan 2(i)-ri,127.7628 ,37.9577 ,2025-02-12
2601,250026876,발산2리,Balsan 2(i)-ri,127.7611 ,37.9557 ,2025-02-12
2603,250026878,아침못종점,Achimmot Terminus,127.7634 ,37.9500 ,2025-02-12
2604,250026879,오동초등학교,Odong Elementary School,127.7558 ,37.9504 ,2025-02-12
2605,250026880,윗샘밭종점,Witsaembat Terminus,127.7914 ,37.9316 ,2025-02-12
2606,250027093,방송통신대앞,Korea National Open University Front,127.7208 ,37.8719 ,2025-02-12
2607,250027091,타워푸르지오A,Tower Prugio Apartment,127.7198 ,37.8686 ,2025-02-12
2608,250027092,강남동행복센터,Gangnam-dong administrative welfare center,127.7198 ,37.8683 ,2025-02-12
2609,250026884,(구)퇴계행복센터,(Former)Toegye Community Service Center,127.7266 ,37.8644 ,2025-02-12
2610,250026885,(구)퇴계행복센터,(Former)Toegye Community Service Center,127.7269 ,37.8645 ,2025-02-12
2611,250027087,남춘천여중,Namchuncheon Girls' Middle School,127.7206 ,37.8583 ,2025-02-12
2612,250027088,남춘천여중,Namchuncheon Girls' Middle School,127.7210 ,37.8579 ,2025-02-12
2613,250026888,뉴시티코아루A,New City Koaroo Apartment,127.7260 ,37.9127 ,2025-02-12
2614,250026889,뉴시티코아루A,New City Koaroo Apartment,127.7258 ,37.9129 ,2025-02-12
2615,250026890,신동초교,Sindong Elementary School,127.7341 ,37.9128 ,2025-02-12
2616,250026891,신동초교,Sindong Elementary School,127.7341 ,37.9129 ,2025-02-12
2617,250026892,천년나무A,Cheonnyeonnamu Apartment,127.7375 ,37.9128 ,2025-02-12
2618,250026893,천년나무A,Cheonnyeonnamu Apartment,127.7376 ,37.9130 ,2025-02-12
2619,250026894,우두사거리,Udu Sageori,127.7415 ,37.9071 ,2025-02-12
2620,250026895,국군춘천병원종점,Armed Forces Chuncheon Hospital Terminus,127.7340 ,37.9380 ,2025-02-12
2621,250026896,국군춘천병원종점,Armed Forces Chuncheon Hospital Terminus,127.7341 ,37.9379 ,2025-02-12
2622,250026897,꿈자람물정원,Kkumjarammuljeongwon Water Park,127.7213 ,37.8800 ,2025-02-12
2623,250026898,꿈자람물정원,Kkumjarammuljeongwon Water Park,127.7204 ,37.8795 ,2025-02-12
2624,250026899,두미르2차A,Dumir 2(i)-cha Apartment,127.7190 ,37.8789 ,2025-02-12
2625,250026900,두미르2차A,Dumir 2(i)-cha Apartment,127.7185 ,37.8790 ,2025-02-12
2626,250026901,건강보험공단,National Health Insurance Service,127.7143 ,37.8768 ,2025-02-12
2627,250026902,춘천시청,Chuncheon City Hall,127.7307 ,37.8809 ,2025-02-12
2628,250026903,강원대중앙도서관,Kangwon National University Central Library,127.7442 ,37.8711 ,2025-02-12
2629,250026904,강원대중앙도서관,Kangwon National University Central Library,127.7443 ,37.8711 ,2025-02-12
2630,250026905,강원대백록관,Kangwon National University Baekrok Hall,127.7414 ,37.8686 ,2025-02-12
2631,250026906,강원대백록관,Kangwon National University Baekrok Hall,127.7415 ,37.8685 ,2025-02-12
2632,250026907,강원대정문,Kangwon National University Main Gate,127.7378 ,37.8665 ,2025-02-12
2633,250026908,강원대정문,Kangwon National University Main Gate,127.7379 ,37.8663 ,2025-02-12
2634,250026909,로컬푸드직매장,Local Food Farmers Market,127.7509 ,37.9197 ,2025-02-12
2635,250026910,로컬푸드직매장,Local Food Farmers Market,127.7504 ,37.9188 ,2025-02-12
2636,250026911,하일입구,Hail Entrance,127.7519 ,37.9136 ,2025-02-12
2637,250026912,하일입구,Hail Entrance,127.7522 ,37.9140 ,2025-02-12
2638,250026913,소양교차로,Soyang Junction,127.7524 ,37.9065 ,2025-02-12
2639,250026914,소양교차로,Soyang Junction,127.7528 ,37.9067 ,2025-02-12
2640,250026915,장학2리입구,Janghak 2(i)-ri Entrance,127.7527 ,37.9048 ,2025-02-12
2641,250026916,장학2리입구,Janghak 2(i)-ri Entrance,127.7530 ,37.9049 ,2025-02-12
2642,250026917,강원고앞,Gangwon High School Front,127.7552 ,37.8952 ,2025-02-12
2643,250026918,아이파크A,IPARK Apartment,127.7573 ,37.8904 ,2025-02-12
2644,250026919,아이파크A,IPARK Apartment,127.7575 ,37.8905 ,2025-02-12
2645,250026920,춘천여고앞,Chuncheon Girls' High School Front,127.7617 ,37.8862 ,2025-02-12
2646,250026921,춘천여고앞,Chuncheon Girls' High School Front,127.7615 ,37.8859 ,2025-02-12
2647,250026922,만천2리마을회관,Mancheon 2(i)-ri Village Hall,127.7669 ,37.8807 ,2025-02-12
2648,250026923,만천2리마을회관,Mancheon 2(i)-ri Village Hall,127.7672 ,37.8809 ,2025-02-12
2649,250026924,만천로143번길,Mancheon-ro 143beon-gil,127.7680 ,37.8759 ,2025-02-12
2650,250026925,만천로143번길,Mancheon-ro 143beon-gil,127.7684 ,37.8753 ,2025-02-12
2651,250026926,만천리골든빌리지,Mancheon-ri Golden Village,127.7682 ,37.8721 ,2025-02-12
2652,250026927,만천리골든빌리지,Mancheon-ri Golden Village,127.7686 ,37.8718 ,2025-02-12
2653,250026928,거두1리사거리,Geodu 1(il)-ri Sageori,127.7659 ,37.8623 ,2025-02-12
2654,250026929,거두1리사거리,Geodu 1(il)-ri Sageori,127.7662 ,37.8622 ,2025-02-12
2655,250026930,산천2리,Sancheon 2(i)-ri,127.7393 ,37.9597 ,2025-02-12
2656,250026931,산천2리,Sancheon 2(i)-ri,127.7398 ,37.9596 ,2025-02-12
2657,250026932,오동초등학교앞,Odong Elementary School Front,127.7576 ,37.9520 ,2025-02-12
2658,250026933,가래울길입구,Garaeul-gil Entrance,127.7550 ,37.9195 ,2025-02-12
2659,250026934,가래울길입구,Garaeul-gil Entrance,127.7550 ,37.9194 ,2025-02-12
2660,250026935,솔밭입구,Solbat Entrance,127.7644 ,37.9237 ,2025-02-12
2661,250026936,솔밭입구,Solbat Entrance,127.7643 ,37.9237 ,2025-02-12
2662,250026937,군자1리,Gunja 1(il)-ri,127.7198 ,37.7512 ,2025-02-12
2663,250026938,군자1리,Gunja 1(il)-ri,127.7201 ,37.7510 ,2025-02-12
2664,250026939,군자1리군들목장,Gunja 1(il)-ri Gundeul Farm,127.7210 ,37.7559 ,2025-02-12
2665,250026940,군자1리군들목장,Gunja 1(il)-ri Gundeul Farm,127.7211 ,37.7558 ,2025-02-12
2666,250026941,군자2리,Gunja 2(i)-ri,127.7391 ,37.7766 ,2025-02-12
2667,250026942,군자2리,Gunja 2(i)-ri,127.7393 ,37.7765 ,2025-02-12
2668,250026943,동춘천산업단지,Dongchuncheon Industrial Complex,127.7777 ,37.7670 ,2025-02-12
2669,250026944,동춘천산업단지,Dongchuncheon Industrial Complex,127.7776 ,37.7668 ,2025-02-12
2674,250026949,금대울,Geumdaeul,127.7877 ,37.8672 ,2025-02-12
2675,250026950,거두리사거리,Geoduri Sageori,127.7901 ,37.8615 ,2025-02-12
2676,250026951,거두리사거리,Geoduri Sageori,127.7901 ,37.8616 ,2025-02-12
2677,250026952,고은길,Goeun-gil,127.7737 ,37.8443 ,2025-02-12
2678,250026953,너부래길입구,Neoburae-gil Entrance,127.7771 ,37.8431 ,2025-02-12
2679,250026954,고은1리4반,Goeun 1(il)-ri 4(sa)-ban,127.7810 ,37.8430 ,2025-02-12
2680,250026955,후동2리마을회관, Hudong 2(i)-ri Village Hall,127.6309 ,37.7467 ,2025-02-12
2681,250026956,후동2리마을회관, Hudong 2(i)-ri Village Hall,127.6308 ,37.7469 ,2025-02-12
2682,250026957,버들1길,Beodeul 1(il)-gil,127.6319 ,37.7492 ,2025-02-12
2683,250026958,버들1길,Beodeul 1(il)-gil,127.6320 ,37.7491 ,2025-02-12
2684,250026959,수동2리흰도라지, Sudong 2(i)-ri Huindoraji,127.6385 ,37.7607 ,2025-02-12
2685,250026960,수동2리흰도라지, Sudong 2(i)-ri Huindoraji,127.6384 ,37.7607 ,2025-02-12
2686,250026961,한덕리마을회관,Handeok-ri Village Hall,127.6157 ,37.6823 ,2025-02-12
2687,250026962,한덕리마을회관,Handeok-ri Village Hall,127.6159 ,37.6824 ,2025-02-12
2688,250026963,산수리감투봉,Sansu-ri Gamtubong,127.6737 ,37.6972 ,2025-02-12
2689,250026964,산수리감투봉,Sansu-ri Gamtubong,127.6740 ,37.6971 ,2025-02-12
2690,250026965,강촌노래비,Gangchon Monument,127.6341 ,37.8137 ,2025-02-12
2693,250026968,강원체육회관,Gangwon Sports Center,127.6893 ,37.8526 ,2025-02-12
2694,250026969,이상원미술관,Leesangwon Musuem of Art,127.5791 ,37.9677 ,2025-02-12
2695,250026970,이상원미술관,Leesangwon Musuem of Art,127.5793 ,37.9678 ,2025-02-12
