정류장 번호,관리번호,정류장명,정류장명(영어),경도,위도,데이터기준일
1001,250001192,대형약국,Daehyeong Pharmacy,127.7751 ,37.8760 ,2025-02-12
1002,250001193,산림조합강원본부,National Forestry Cooperative Federation Gangwon,127.7536 ,37.8872 ,2025-02-12
1003,250001194,산림조합강원본부,National Forestry Cooperative Federation Gangwon,127.7533 ,37.8869 ,2025-02-12
1004,250001195,발산3리,Balsan 3(sam)-ri,127.7458 ,37.9591 ,2025-02-12
1005,250001196,금광터,Geumgwangteo Village,127.7464 ,37.9533 ,2025-02-12
1006,250001197,운전면허시험장,Driver’s License Examination Office,127.7508 ,37.9475 ,2025-02-12
1007,250001198,소양강댐주차장,Soyanggang Dam Parking Lot,127.8019 ,37.9380 ,2025-02-12
1008,250001199,폴리텍2캠퍼스,Korea Polytechnics 2nd Campus,127.7396 ,37.9121 ,2025-02-12
1009,250001200,월곡리,Wolgok-ri,127.7983 ,37.9174 ,2025-02-12
1010,250001201,감정리,Gamjeong-ri,127.7867 ,37.9038 ,2025-02-12
1011,250001202,중앙로입구,Jungang-ro Entrance,127.7231 ,37.8770 ,2025-02-12
1012,250001203,후평3동우체국,Hupyeong 3(sam)-dong Post Office,127.7528 ,37.8723 ,2025-02-12
1013,250001204,부안주유소,Buan Gas Station,127.7525 ,37.8725 ,2025-02-12
1014,250001205,후평중학교,Hupyeong Middle School,127.7484 ,37.8772 ,2025-02-12
1015,250001206,후평주공7단지,Hupyeong Jugong 7(chil)-danji,127.7511 ,37.8755 ,2025-02-12
1016,250001207,후평주공7단지,Hupyeong Jugong 7(chil)-danji,127.7512 ,37.8758 ,2025-02-12
1017,250001208,후평주공6단지,Hupyeong Jugong 6(yuk)-danji,127.7489 ,37.8743 ,2025-02-12
1018,250001209,후평주공6단지,Hupyeong Jugong 6(yuk)-danji,127.7484 ,37.8742 ,2025-02-12
1019,250001210,후평주공5단지,Hupyeong Jugong 5(o)-danji,127.7469 ,37.8735 ,2025-02-12
1020,250001211,후평동종점,Hupyeong-dong Terminus,127.7487 ,37.8933 ,2025-02-12
1021,250001212,후평동종점,Hupyeong-dong Terminus,127.7489 ,37.8933 ,2025-02-12
1022,250001213,후평주공4단지후문,Hupyeong Jugong 4(sa)-danji Rear Entrance,127.7576 ,37.8749 ,2025-02-12
1023,250001214,후평주공4단지후문,Hupyeong Jugong 4(sa)-danji Rear Entrance,127.7579 ,37.8750 ,2025-02-12
1024,250001215,후평주공4단지,Hupyeong Jugong 4(sa)-danji,127.7570 ,37.8762 ,2025-02-12
1025,250001216,대우A,Daewoo Apartment,127.7572 ,37.8763 ,2025-02-12
1026,250001217,후평3동행복센터,Hupyeong 3(sam)-dong Cummunity Service Center,127.7537 ,37.8762 ,2025-02-12
1027,250001218,후평3동행복센터,Hupyeong 3(sam)-dong Cummunity Service Center,127.7548 ,37.8765 ,2025-02-12
1028,250001219,후동리,Hudong-ri,127.6222 ,37.7462 ,2025-02-12
1029,250001220,후동리,Hudong-ri,127.6206 ,37.7486 ,2025-02-12
1030,250001221,후동리,Hudong-ri,127.6241 ,37.7575 ,2025-02-12
1031,250001222,소주고개,Soju Pass,127.6269 ,37.7603 ,2025-02-12
1032,250001223,후동리,Hudong-ri,127.6204 ,37.7486 ,2025-02-12
1033,250001224,후동리,Hudong-ri,127.6220 ,37.7462 ,2025-02-12
1034,265000754,해안사입구,Haeansa Entrance,127.7973 ,37.9291 ,2025-02-12
1035,265000755,해안사입구,Haeansa Entrance,127.7969 ,37.9285 ,2025-02-12
1036,265000706,동산면행복센터,Dongsan-myeon Community Service Center,127.7959 ,37.7538 ,2025-02-12
1037,250001228,후동,Hudong,127.6197 ,37.7510 ,2025-02-12
1038,250001229,중부지구대,Jungbu Police Precinct,127.7385 ,37.8753 ,2025-02-12
1039,250001230,중부지구대,Jungbu Police Precinct,127.7380 ,37.8758 ,2025-02-12
1040,250001231,발산1리,Balsan 1(il)-ri,127.5964 ,37.7302 ,2025-02-12
1041,250001232,황골,Hwanggol,127.5962 ,37.7300 ,2025-02-12
1042,250001233,화목원,Gangwon Provincial Arboretum,127.7246 ,37.9221 ,2025-02-12
1043,250001234,화목원,Gangwon Provincial Arboretum,127.7236 ,37.9223 ,2025-02-12
1044,250001235,화광사,Hwagwangsa,127.6403 ,37.7451 ,2025-02-12
1045,250001236,화광사,Hwagwangsa,127.6405 ,37.7450 ,2025-02-12
1046,250001237,호반체육관,Hoban Gymnasium,127.7553 ,37.8654 ,2025-02-12
1047,250001238,우석중학교,Useok Middle School,127.7551 ,37.8656 ,2025-02-12
1048,250027089,호반A,Hoban Apartment,127.7194 ,37.8900 ,2025-02-12
1049,250001240,호반A,Hoban Apartment,127.7198 ,37.8901 ,2025-02-12
1050,265000677,온의롯데캐슬,Onui Lotte Castle Apartment,127.7185 ,37.8693 ,2025-02-12
1051,250001242,춘천도매물류마트,Chuncheon Wholesale Logistics,127.7510 ,37.8876 ,2025-02-12
1052,250001243,혈동2리종점,Hyeoldong 2(i)-ri Terminus,127.6874 ,37.7854 ,2025-02-12
1053,250001244,혈동2리마을회관,Hyeoldong 2(i)-ri Village Hall,127.6851 ,37.7880 ,2025-02-12
1054,250001245,혈동2리마을회관,Hyeoldong 2(i)-ri Village Hall,127.6853 ,37.7880 ,2025-02-12
1055,250001246,혈동2리,Hyeoldong 2(i)-ri,127.6865 ,37.7939 ,2025-02-12
1056,250001247,혈동2리,Hyeoldong 2(i)-ri,127.6869 ,37.7943 ,2025-02-12
1057,250001248,혈동1리종점,Hyeoldong 1(il)-ri Terminus,127.7000 ,37.7715 ,2025-02-12
1058,265000676,롯데마트춘천점,Lotte Mart Chuncheon,127.7183 ,37.8692 ,2025-02-12
1059,265000678,고은1리4반,Goeun 1(il)-ri 4(sa)-ban,127.7809 ,37.8430 ,2025-02-12
1060,250001251,현암리,Hyeonam-ri,127.6874 ,37.8889 ,2025-02-12
1061,250001252,현암리,Hyeonam-ri,127.6836 ,37.8850 ,2025-02-12
1062,250001253,현암리,Hyeonam-ri,127.6775 ,37.8768 ,2025-02-12
1063,250001254,현암리,Hyeonam-ri,127.6777 ,37.8768 ,2025-02-12
1064,250001255,현암리,Hyeonam-ri,127.6838 ,37.8849 ,2025-02-12
1065,250001256,현암리,Hyeonam-ri,127.6876 ,37.8888 ,2025-02-12
1066,250001257,강원도재활병원,Gangwondo Rehabilitation Hospital,127.7384 ,37.9035 ,2025-02-12
1067,265000756,홈플러스,Homeplus,127.7339 ,37.8509 ,2025-02-12
1068,250001259,후평현대3차,Hupyeong Hyundai 3(sam)-cha Apartment,127.7517 ,37.8808 ,2025-02-12
1069,250001260,신촌2리,Sinchon 2(i)-ri,127.7665 ,37.8470 ,2025-02-12
1070,250001261,신촌2리,Sinchon 2(i)-ri,127.7665 ,37.8471 ,2025-02-12
1071,250001262,향교,Hyanggyo,127.7347 ,37.8815 ,2025-02-12
1072,250001263,향교,Hyanggyo,127.7352 ,37.8817 ,2025-02-12
1073,250001264,행촌리,Haengchon-ri,127.6782 ,37.7422 ,2025-02-12
1074,250001265,행촌리,Haengchon-ri,127.6787 ,37.7421 ,2025-02-12
1075,250001266,춘천경찰서,Chuncheon Police Station,127.7247 ,37.8706 ,2025-02-12
1076,250001267,율문2리,Yulmun 2(i)-ri,127.7558 ,37.9269 ,2025-02-12
1077,250001268,율문2리,Yulmun 2(i)-ri,127.7556 ,37.9271 ,2025-02-12
1078,250001269,항공대정문,Air Corps Entrance,127.7613 ,37.9291 ,2025-02-12
1079,250001270,항공대정문,Air Corps Entrance,127.7612 ,37.9293 ,2025-02-12
1080,250001271,할렐루야기도원,Hallelujah Prayer House,127.7722 ,37.7940 ,2025-02-12
1081,250001272,할렐루야기도원,Hallelujah Prayer House,127.7727 ,37.7946 ,2025-02-12
1082,250001273,장애인종합복지관,Community Rehabilitation Center,127.7559 ,37.8469 ,2025-02-12
1083,250001274,장애인종합복지관,Community Rehabilitation Center,127.7554 ,37.8475 ,2025-02-12
1084,250001275,한림대학교,Hallym University,127.7374 ,37.8831 ,2025-02-12
1085,250001276,한국토지주택공사,Korean Land,127.7292 ,37.8693 ,2025-02-12
1086,250001277,한국전력공사입구,Korea Electric Power Corporation Entrance,127.7487 ,37.8835 ,2025-02-12
1087,250001278,한국전력공사입구,Korea Electric Power Corporation Entrance,127.7490 ,37.8835 ,2025-02-12
1088,250001279,한국은행,Bank of Korea,127.7287 ,37.8822 ,2025-02-12
1089,250001280,한계울마을,Hangyeul Village,127.7278 ,37.9403 ,2025-02-12
1090,250001281,한계울마을,Hangyeul Village,127.7277 ,37.9402 ,2025-02-12
1091,250001282,학곡리종점,Hakgok-ri Terminus,127.7604 ,37.8350 ,2025-02-12
1092,250001283,학곡리종점,Hakgok-ri Terminus,127.7606 ,37.8351 ,2025-02-12
1093,250001284,하일종점,Hail Terminus,127.7550 ,37.9140 ,2025-02-12
1094,265000721,중앙시장입구,Jungang Market Entrance,127.7246 ,37.8782 ,2025-02-12
1095,250027098,중앙시장입구,Jungang Market Entrance,127.7244 ,37.8781 ,2025-02-12
1096,250001287,무릉공원, Mureung Park,127.7389 ,37.8561 ,2025-02-12
1097,250001288,무릉공원, Mureung Park,127.7393 ,37.8561 ,2025-02-12
1098,250001289,하사관주택,Noncommissioned Officer Housing,127.7073 ,37.8647 ,2025-02-12
1099,250001290,하사관주택,Noncommissioned Officer Housing,127.7070 ,37.8650 ,2025-02-12
1100,250001291,율문3리,Yulmun 3(sam)-ri,127.7654 ,37.9300 ,2025-02-12
1101,250001292,포스코더샵A,POSCO The # Apartment,127.7495 ,37.8807 ,2025-02-12
1102,250001293,포스코후문,POSCO Rear Entrance,127.7468 ,37.8817 ,2025-02-12
1103,250001294,포스코후문,POSCO Rear Entrance,127.7469 ,37.8815 ,2025-02-12
1104,250001295,포스코더샵A,POSCO The # Apartment,127.7486 ,37.8815 ,2025-02-12
1105,250001298,팔미쉼터,Palmi Rest Area,127.7039 ,37.8217 ,2025-02-12
1106,250001299,팔미3리,Palmi 3(sam)-ri,127.6984 ,37.8138 ,2025-02-12
1107,250001300,팔미3리,Palmi 3(sam)-ri,127.6964 ,37.8097 ,2025-02-12
1108,250001301,팔미리,Palmi-ri,127.6983 ,37.8139 ,2025-02-12
1109,250001302,팔미1리,Palmi 1(il)-ri,127.7044 ,37.8215 ,2025-02-12
1110,265000679,너부래길입구,Neoburae-gil Entrance,127.7771 ,37.8432 ,2025-02-12
1111,250001304,투탑시티,Two Top City,127.7442 ,37.8505 ,2025-02-12
1112,250001305,퇴계현대1차,Toegye Hyundai 1(il)-cha Apartment,127.7250 ,37.8586 ,2025-02-12
1113,250001306,퇴계현대1차,Toegye Hyundai 1(il)-cha Apartment,127.7265 ,37.8579 ,2025-02-12
1114,250001307,한진한성,Hanjin Hanseong Apartment,127.7232 ,37.8594 ,2025-02-12
1115,265000680,고은길,Goeun-gil,127.7738 ,37.8444 ,2025-02-12
1116,250001309,홈플러스,Homeplus,127.7357 ,37.8508 ,2025-02-12
1117,250001310,퇴계한주A,Toegye Hanju Apartment,127.7390 ,37.8493 ,2025-02-12
1118,265000681,강원도립극단,Gangwon Provincial Drama Theater,127.7253 ,37.8556 ,2025-02-12
1119,250001312,퇴계주공9차,Toegye Jugong 9(gu)-cha Apartment,127.7408 ,37.8477 ,2025-02-12
1120,250001313,퇴계주공7단지,Toegye Jugong 7(chil)-danji,127.7410 ,37.8479 ,2025-02-12
1121,250001314,퇴계주공6차A,Toegye Jugong 6(yuk)-cha Apartment,127.7409 ,37.8512 ,2025-02-12
1122,250001315,퇴계주공6차,Toegye Jugong 6(yuk)-cha Apartment,127.7415 ,37.8514 ,2025-02-12
1123,250001316,퇴계주공6차,Toegye Jugong 6(yuk)-cha Apartment,127.7409 ,37.8503 ,2025-02-12
1124,250001317,휴먼타운A,Humantown Apt,127.7407 ,37.8543 ,2025-02-12
1125,250001318,퇴계주공4차,Toegye Jugong 4(sa)-cha Apartment,127.7455 ,37.8536 ,2025-02-12
1126,250001319,퇴계주공4차,Toegye Jugong 4(sa)-cha Apartment,127.7461 ,37.8547 ,2025-02-12
1127,250001320,퇴계주공3.4차,"Toegye Jugong 3, 4(sam sa)-cha Apartment",127.7449 ,37.8558 ,2025-02-12
1128,250001321,퇴계주공3.4차,"Toegye Jugong 3, 4(sam sa)-cha Apartment",127.7444 ,37.8557 ,2025-02-12
1129,250001322,퇴계주공2차,Toegye Jugong 2(i)-cha Apartment,127.7371 ,37.8584 ,2025-02-12
1130,250001323,퇴계주공1차,Toegye Jugong 1(il)-cha Apartment,127.7370 ,37.8587 ,2025-02-12
1131,250001324,퇴계우체국,Toegye Post Office,127.7233 ,37.8596 ,2025-02-12
1132,250001325,퇴계우성A,Toegye Woosung Apartment,127.7301 ,37.8600 ,2025-02-12
1133,250001326,퇴계동입구,Toegye-dong Entrance,127.7277 ,37.8593 ,2025-02-12
1134,250001327,남부초교,Nambu Elementary School,127.7275 ,37.8593 ,2025-02-12
1135,250001328,퇴계농공단지입구,Toegye Agro Industrial Complex Entrance,127.7327 ,37.8474 ,2025-02-12
1136,265000696,퇴계농공단지입구,Toegye Agro Industrial Complex Entrance,127.7317 ,37.8457 ,2025-02-12
1137,250001330,퇴계금호A,Toegye Kumho Apartment,127.7389 ,37.8491 ,2025-02-12
1138,250001331,토우시장,Tou Market,127.7474 ,37.8844 ,2025-02-12
1139,250001332,토우시장,Tou Market,127.7477 ,37.8831 ,2025-02-12
1140,250001333,태봉,Taebong,127.6853 ,37.8876 ,2025-02-12
1141,250001334,탑말,Topmal,127.6999 ,37.9464 ,2025-02-12
1142,250001335,탑말,Topmal,127.6998 ,37.9463 ,2025-02-12
1143,250001336,크로바A,Clover Apartment,127.7441 ,37.8805 ,2025-02-12
1144,250001337,크로바A,Clover Apartment,127.7450 ,37.8807 ,2025-02-12
1145,250001338,칠전동고개,Chiljeondong Pass,127.7136 ,37.8363 ,2025-02-12
1146,250001339,칠전동고개,Chiljeondong Pass,127.7141 ,37.8366 ,2025-02-12
1147,250001340,칠전동,Chiljeon-dong,127.7141 ,37.8425 ,2025-02-12
1148,250001341,칠전동사거리,Chiljeon-dong Sageori,127.7145 ,37.8414 ,2025-02-12
1149,250001342,칠전대우A,Chiljeon Daewoo Apartment,127.7117 ,37.8442 ,2025-02-12
1150,250001343,칠전대우A,Chiljeon Daewoo Apartment,127.7117 ,37.8444 ,2025-02-12
1151,250001344,충렬탑입구,Chungnyeoltap Memorial Tower Entrance,127.7395 ,37.9162 ,2025-02-12
1152,250001345,충렬탑입구,Chungnyeoltap Memorial Tower Entrance,127.7392 ,37.9162 ,2025-02-12
1153,250001346,강원도농업기술원,Gangwon-do Agricultural R & E.S,127.7543 ,37.9492 ,2025-02-12
1154,250027132,강원도농업기술원,Gangwon-do Agricultural R & E.S,127.7542 ,37.9495 ,2025-02-12
1155,250001348,춘천초등학교,Chuncheon Elementary School,127.7210 ,37.8760 ,2025-02-12
1156,250001349,춘천시보건소,Chuncheon Community Health Center,127.7208 ,37.8762 ,2025-02-12
1157,250001350,엘타워/미소지움,L Tower / Miso Zium Apartment,127.7170 ,37.8741 ,2025-02-12
1158,250001351,춘천중학교정문,Chuncheon Middle School Main Gate,127.7181 ,37.8740 ,2025-02-12
1159,250001352,춘천중학교,Chuncheon Middle School,127.7172 ,37.8748 ,2025-02-12
1160,250001353,춘천중학교,Chuncheon Middle School,127.7177 ,37.8752 ,2025-02-12
1161,250001354,학곡2리,Hakgok 2(i)-ri,127.7588 ,37.8399 ,2025-02-12
1162,250001355,학곡2리,Hakgok 2(i)-ri,127.7591 ,37.8401 ,2025-02-12
1163,250001356,현진에버빌3차,Hyunjin Evervill 3(sam)-cha Apartment,127.7297 ,37.8749 ,2025-02-12
1164,250001357,춘천역,Chuncheon Station,127.7180 ,37.8853 ,2025-02-12
1165,250001358,춘천시청별관,Chuncheon City Hall Annex,127.7327 ,37.8817 ,2025-02-12
1166,250001359,춘천시청별관,Chuncheon City Hall Annex,127.7326 ,37.8815 ,2025-02-12
1167,250001360,한샘고후문,Hansaem High School Rear Entrance,127.7518 ,37.9276 ,2025-02-12
1168,250000003,성우오스타A,Sungwoo Ostar Apartment,127.7551 ,37.8564 ,2025-02-12
1169,250000004,거두리주공A,Geodu-ri Jugong Apartment,127.7586 ,37.8567 ,2025-02-12
1170,250000005,강원지방경찰청,Gangwon Provincial Police Agency,127.7587 ,37.8625 ,2025-02-12
1171,250000006,강원지방경찰청,Gangwon Provincial Police Agency,127.7584 ,37.8625 ,2025-02-12
1172,250000010,지내1리(옥광산입구),Jinae 1(il)-ri (Jade Mine Entrance),127.7825 ,37.9165 ,2025-02-12
1173,250000011,창촌3리입구,Chnagchon 3(sam)-ri Entrance,127.6440 ,37.7767 ,2025-02-12
1174,250000138,산수리논골,Sansu-ri Nongol,127.6464 ,37.6834 ,2025-02-12
1175,250000139,산수리논골,Sansu-ri Nongol,127.6444 ,37.6864 ,2025-02-12
1176,265000682,오탄리,Otan ri,127.6161 ,38.0471 ,2025-02-12
1177,250000993,서천리입구,Seocheon-ri Entrance,127.5519 ,37.8408 ,2025-02-12
1178,250000994,방동2리입구(보건소),Bangdong 2(i)-ri Entrance,127.6807 ,37.8961 ,2025-02-12
1179,250000995,월송1리,Wolsong 1(il)-ri,127.6875 ,37.9303 ,2025-02-12
1180,250000996,월송2리,Wolsong 2(i)-ri,127.6896 ,37.9231 ,2025-02-12
1181,250000997,신매1리,Sinmae 1(il)-ri,127.7026 ,37.9360 ,2025-02-12
1182,250000998,삼악산,Samaksan Mt,127.6745 ,37.8374 ,2025-02-12
1183,250000999,과수원마을입구,Gwasuwon Village Entrance,127.7040 ,37.9112 ,2025-02-12
1184,250001000,(구)싸이클경기장,(Former) Cycle Stadium,127.6924 ,37.8691 ,2025-02-12
1185,265000717,용산3리1반,Yongsan 3(sam)-ri 1(il)-ban,127.7159 ,37.9600 ,2025-02-12
1186,265000718,용산3리1반,Yongsan 3(sam)-ri 1(il)-ban,127.7159 ,37.9601 ,2025-02-12
1187,250001003,수동1리,Sudong 1(il)-ri,127.6731 ,37.7740 ,2025-02-12
1188,250001004,당림삼거리,Dangnim Samgeori,127.6100 ,37.8412 ,2025-02-12
1189,250001005,강촌리,Gangchon-ri,127.6215 ,37.8030 ,2025-02-12
1190,250001006,봉명2리,Bongmyeong 2(i)-ri,127.8112 ,37.7733 ,2025-02-12
1191,265000687,신북발산,Sinbukbalsan,127.7510 ,37.9565 ,2025-02-12
1192,250001013,동산면행복센터,Dongsan-myeon Community Service Center,127.7958 ,37.7538 ,2025-02-12
1193,265000722,KT,KT,127.7238 ,37.8823 ,2025-02-12
1194,250001015,조양1리,Joyang 1(il)-ri,127.8116 ,37.7562 ,2025-02-12
1195,250001016,부사원고개,Busawon Pass,127.8228 ,37.7515 ,2025-02-12
1196,250001017,조양3리,Joyang 3(sam)-ri,127.8294 ,37.7431 ,2025-02-12
1197,250001018,조양4리,Joyang 4(sa)-ri,127.7728 ,37.7607 ,2025-02-12
1198,250001019,새술막,Saesulmak,127.7570 ,37.7860 ,2025-02-12
1199,250001020,대추나무골,Daechunamugol Village,127.6031 ,38.0509 ,2025-02-12
1200,250001021,고탄입구,Gotan Entrance,127.6747 ,37.9662 ,2025-02-12
1201,250001022,눈썰매장입구,Sledding Slope Entrance,127.5989 ,37.9750 ,2025-02-12
1202,250001023,지암리(물레방아민박),Jiam-ri (Mullebanga Lodging),127.6021 ,37.9777 ,2025-02-12
1203,250001024,지암리(4),Jiam-ri (4),127.6040 ,37.9792 ,2025-02-12
1204,250001025,지암리(3),Jiam-ri (3),127.6162 ,37.9828 ,2025-02-12
1205,250001026,가족쉼터,Gajok Swimteo,127.6290 ,37.9769 ,2025-02-12
1206,250001027,오월교입구,Owolgyo Entrance,127.6445 ,37.9835 ,2025-02-12
1207,250001028,고성2리선돌입구,Goseong 2(i)-ri Menhir Entrance,127.7247 ,37.9928 ,2025-02-12
1208,250001029,고성2리,Goseong 2(i)-ri,127.7364 ,37.9994 ,2025-02-12
1209,250001030,고성2리용화산,Goseong 2(i)-ri Yonghwasan,127.7354 ,37.9947 ,2025-02-12
1210,250001031,고성2리(초설),Goseong 2(i)-ri (Choseol),127.7337 ,37.9921 ,2025-02-12
1211,250001032,고성2리1반,Goseong 2(i)-ri 1(il)-ban,127.7304 ,37.9924 ,2025-02-12
1212,250001033,고탄리,Gotan-ri,127.7136 ,37.9889 ,2025-02-12
1213,250001034,송암리,Songam-ri,127.7019 ,37.9884 ,2025-02-12
1214,250001035,송암리마을회관,Songam-ri Village Hall,127.6865 ,37.9954 ,2025-02-12
1215,250001036,송암리(인삼밭),Songam-ri (Ginseng Field),127.6898 ,38.0011 ,2025-02-12
1216,250001037,송암리(은재된장),Songam-ri (Eunjae Doenjang),127.6834 ,37.9958 ,2025-02-12
1217,250001038,송암리(밤나무),Songam-ri (Chestnut Tree),127.6772 ,37.9969 ,2025-02-12
1218,250001039,인람리(1),Illam-ri (1),127.6716 ,37.9959 ,2025-02-12
1219,250001040,인람리(2),Illam-ri (2),127.6655 ,37.9954 ,2025-02-12
1220,250001041,송암리(은재된장),Songam-ri (Eunjae Doenjang),127.6835 ,37.9958 ,2025-02-12
1221,250001042,송암리(밤나무),Songam-ri (Chestnut Tree),127.6772 ,37.9970 ,2025-02-12
1222,250001043,인람리(1),Illam-ri (1),127.6703 ,37.9954 ,2025-02-12
1223,250001044,인람리(2),Illam-ri (2),127.6655 ,37.9955 ,2025-02-12
1224,250001045,인람리(하우스),Illam-ri (House),127.6595 ,37.9908 ,2025-02-12
1225,250001046,송암삼거리,Songam Samgeori,127.6909 ,37.9930 ,2025-02-12
1226,250001047,해피초원목장,Happy Meadow Ranch,127.6921 ,37.9801 ,2025-02-12
1227,250001048,올미,Olmi Village,127.7369 ,37.9280 ,2025-02-12
1228,250001049,올미,Olmi Village,127.7368 ,37.9279 ,2025-02-12
1229,250001050,국군병원사거리,Armed Foces Hospital Sageori,127.7278 ,37.9368 ,2025-02-12
1230,265000689,지내2리마을회관,Jinae 2(i)-ri Village Hall,127.7883 ,37.9172 ,2025-02-12
1231,265000747,지내보건진료소,Jinae Community Health Center,127.7305 ,37.9581 ,2025-02-12
1232,265000760,팔미3교,Palmi 3(sam)-gyo,127.7016 ,37.8205 ,2025-02-12
1233,265000759,팔미3교,Palmi 3(sam)-gyo,127.7021 ,37.8206 ,2025-02-12
1234,250001055,신촌리종점,Sinchon-ri Terminus,127.7802 ,37.8540 ,2025-02-12
1235,250001056,고은리입구,Goeun-ri Entrance,127.7744 ,37.8490 ,2025-02-12
1236,265000711,사암1리,Saam 1(il)-ri,127.7685 ,37.8309 ,2025-02-12
1237,250001058,천리터,Cheonriteo,127.8965 ,37.9838 ,2025-02-12
1238,250001059,추곡1리1반,Chugok 1(il)-ri 1(il)-ban,127.8809 ,38.0135 ,2025-02-12
1239,250001060,추곡(낚시터),Chugok (Fishing Area),127.8772 ,38.0335 ,2025-02-12
1240,250001061,추곡터널,Chugok Tunnel,127.8688 ,38.0350 ,2025-02-12
1241,250001062,발산1리,Balsan 1(il)-ri,127.7475 ,37.9511 ,2025-02-12
1242,250001065,가정1리마을회관,Gajeong 1(il)-ri Village Hall,127.5726 ,37.7412 ,2025-02-12
1243,250001066,가정중학교,Gajeong Middle School,127.5729 ,37.7399 ,2025-02-12
1244,250001067,후동리,Hudong-ri,127.6199 ,37.7509 ,2025-02-12
1245,250001068,후동리,Hudong-ri,127.6239 ,37.7575 ,2025-02-12
1246,250001069,소주고개쉼터,Soju Pass Rest Area,127.6267 ,37.7604 ,2025-02-12
1247,265000704,발산2리(치안센터),Balsan 2(i)-ri (Police Patrol,127.6234 ,37.7385 ,2025-02-12
1248,250001071,가정진료소,Gajeong Community Health Center,127.5758 ,37.7346 ,2025-02-12
1249,250001072,발산2리(치안센터),Balsan 2(i)-ri (Police Patrol,127.6248 ,37.7391 ,2025-02-12
1250,265000719,용산3리5반,Yongsan 3(sam)-ri 5(o)-ban,127.7132 ,37.9548 ,2025-02-12
1251,265000720,용산3리5반,Yongsan 3(sam)-ri 5(o)-ban,127.7131 ,37.9549 ,2025-02-12
1252,250001075,탑골,Topgol,127.7092 ,37.7516 ,2025-02-12
1253,250001077,정족1리입구,Jeongjok 1(il)-ri Entrance,127.7314 ,37.8433 ,2025-02-12
1254,250001078,정족1리,Jeongjok 1(il)-ri,127.7311 ,37.8363 ,2025-02-12
1255,250001079,증2리2반,Jeung 2(i)-ri 2(i)-ban,127.7093 ,37.8090 ,2025-02-12
1256,250001080,금병초교,Geumbyeong Elementary School,127.7098 ,37.8144 ,2025-02-12
1257,265000763,팔미교,Palmi gyo,127.7040 ,37.8157 ,2025-02-12
1258,250001082,정족1리,Jeongjok 1(il)-ri,127.7308 ,37.8364 ,2025-02-12
1259,250027151,정족1리입구,Jeongjok 1(il)-ri Entrance,127.7310 ,37.8428 ,2025-02-12
1260,250001084,조양2리,Joyang 2(i)-ri,127.7960 ,37.7459 ,2025-02-12
1261,250001085,조양2리,Joyang 2(i)-ri,127.7961 ,37.7459 ,2025-02-12
1262,250001086,조양2리,Joyang 2(i)-ri,127.7963 ,37.7405 ,2025-02-12
1263,250001087,조양2리,Joyang 2(i)-ri,127.7965 ,37.7400 ,2025-02-12
1264,250001089,(구)상걸초,(Former) Sanggeol Elementary School,127.8482 ,37.8638 ,2025-02-12
1265,250001090,(구)상걸초,(Former) Sanggeol Elementary School,127.8483 ,37.8639 ,2025-02-12
1266,250001091,상걸교,Sanggeolgyo,127.8401 ,37.8662 ,2025-02-12
1267,250001092,상걸교,Sanggeolgyo,127.8403 ,37.8663 ,2025-02-12
1268,265000688,신북발산,Sinbukbalsan,127.7510 ,37.9565 ,2025-02-12
1269,250001094,강촌1리삼거리,Gangchon 1(il)-ri Samgeori,127.6360 ,37.8089 ,2025-02-12
1270,250001095,창촌1리,Changchon 1(il)-ri,127.6505 ,37.7848 ,2025-02-12
1271,250001096,창촌1리,Changchon 1(il)-ri,127.6505 ,37.7851 ,2025-02-12
1272,250001097,창촌3리,Changchon 3(sam)-ri,127.6286 ,37.7774 ,2025-02-12
1273,250001098,창촌3리,Changchon 3(sam)-ri,127.6285 ,37.7773 ,2025-02-12
1274,250001099,후동1리,Hudong 1(il)-ri,127.6222 ,37.7547 ,2025-02-12
1275,250001100,후동1리,Hudong 1(il)-ri,127.6225 ,37.7552 ,2025-02-12
1276,250001101,박암리,Bagam-ri,127.5340 ,37.7259 ,2025-02-12
1277,250001102,박암리,Bagam-ri,127.5341 ,37.7260 ,2025-02-12
1278,250026614,박암리,Bagam-ri,127.5457 ,37.7240 ,2025-02-12
1279,250026613,박암리,Bagam-ri,127.5459 ,37.7239 ,2025-02-12
1280,250001105,가정3리,Gajeong 3(sam)-ri,127.5750 ,37.7612 ,2025-02-12
1281,250001106,가정3리,Gajeong 3(sam)-ri,127.5751 ,37.7611 ,2025-02-12
1282,250001107,강원학생교육원,Gangwon Students Educational Institute,127.5758 ,37.7347 ,2025-02-12
1283,250001108,우러니입구,Ureoni Entrance,127.6914 ,37.7360 ,2025-02-12
1284,250001109,광판1리,Gwangpan 1(il)-ri,127.7047 ,37.7318 ,2025-02-12
1285,250001110,광판1리,Gwangpan 1(il)-ri,127.7046 ,37.7319 ,2025-02-12
1286,250001117,정보화마을,Information Network Village,127.6966 ,37.7311 ,2025-02-12
1287,250001118,정보화마을,Information Network Village,127.6968 ,37.7310 ,2025-02-12
1288,250001119,양지마을,Yangji Village,127.6933 ,37.7343 ,2025-02-12
1289,250001120,수동1리,Sudong 1(il)-ri,127.6765 ,37.7737 ,2025-02-12
1290,250001121,수동1리,Sudong 1(il)-ri,127.6730 ,37.7739 ,2025-02-12
