노선번호,노선,정류장순서,정류장,정류장명,경도,위도,데이터기준일
7-2(칠전동경유),250000708,65,250001348,춘천초등학교,127.72098,37.87602,2025-02-12
7-2(칠전동경유),250000708,66,250001847,중앙로입구,127.72415,37.87736,2025-02-12
7-2(칠전동경유),250000708,67,250001498,명동입구,127.72629,37.87906,2025-02-12
7-2(칠전동경유),250000708,68,250001279,한국은행,127.72865,37.88217,2025-02-12
7-2(칠전동경유),250000708,69,250001359,춘천시청별관,127.73264,37.88151,2025-02-12
7-2(칠전동경유),250000708,70,250001263,향교,127.73523,37.8817,2025-02-12
7-2(칠전동경유),250000708,71,250001275,한림대학교,127.73737,37.8831,2025-02-12
7-2(칠전동경유),250000708,72,250001548,동보빌리지,127.74144,37.88358,2025-02-12
7-2(칠전동경유),250000708,73,250002125,세경3차,127.7437,37.88438,2025-02-12
7-2(칠전동경유),250000708,74,250001686,농협후석로지점,127.7458,37.88628,2025-02-12
7-2(칠전동경유),250000708,75,250002230,봉의A,127.74418,37.88773,2025-02-12
7-2(칠전동경유),250000708,76,250001541,소방서,127.74245,37.88925,2025-02-12
7-2(칠전동경유),250000708,77,265000765,바이오산업진흥원,127.74319,37.89257,2025-02-12
8,250000800,1,265000764,바이오산업진흥원,127.74445,37.89349,2025-02-12
8,250000800,2,250001540,동산A,127.74217,37.88919,2025-02-12
8,250000800,3,250002229,봉의A,127.74494,37.88674,2025-02-12
8,250000800,4,250001685,신성교회,127.74676,37.88508,2025-02-12
8,250000800,5,250001332,토우시장,127.74774,37.88308,2025-02-12
8,250000800,6,250001293,포스코후문,127.74675,37.88169,2025-02-12
8,250000800,7,250001336,크로바A,127.74411,37.88048,2025-02-12
8,250000800,8,250002227,봉의중학교,127.74152,37.8793,2025-02-12
8,250000800,9,250001658,교동초교입구,127.73815,37.87778,2025-02-12
8,250000800,10,250001545,동부시장,127.73429,37.87658,2025-02-12
8,250000800,11,250001914,육림고개,127.7308,37.87719,2025-02-12
8,250000800,12,250002077,시청입구,127.72874,37.87957,2025-02-12
8,250000800,13,250002029,명동입구,127.7267,37.87969,2025-02-12
8,250000800,14,250001848,중앙시장/중앙초교,127.72505,37.87834,2025-02-12
8,250000800,15,250001202,중앙로입구,127.72307,37.87703,2025-02-12
8,250000800,16,250001349,춘천시보건소,127.72076,37.87617,2025-02-12
8,250000800,17,250001353,춘천중학교,127.7177,37.87521,2025-02-12
8,250000800,18,250001684,공지사거리,127.71469,37.8743,2025-02-12
8,250000800,19,250026669,서부지구대,127.71295,37.87459,2025-02-12
8,250000800,20,250026632,부강연립앞,127.71221,37.87853,2025-02-12
8,250000800,21,250001408,청와A,127.71368,37.8812,2025-02-12
8,250000800,22,250001882,춘천역육교앞,127.71584,37.88496,2025-02-12
8,250000800,23,250001240,호반A,127.71976,37.8901,2025-02-12
8,250000800,24,250026551,소양강처녀상,127.72509,37.89323,2025-02-12
8,250000800,25,250002115,소양로1가,127.72576,37.89142,2025-02-12
8,250000800,26,250001640,근화초교,127.72467,37.88812,2025-02-12
8,250000800,27,250001372,춘천농협,127.7234,37.88444,2025-02-12
8,250000800,28,250026898,꿈자람물정원,127.72041,37.87948,2025-02-12
8,250000800,29,250026900,두미르2차A,127.71852,37.87895,2025-02-12
8,250000800,30,250001642,근화사거리,127.71496,37.87522,2025-02-12
8,250000800,31,250001352,춘천중학교,127.71718,37.87484,2025-02-12
8,250000800,32,250001348,춘천초등학교,127.72098,37.87602,2025-02-12
8,250000800,33,250001847,중앙로입구,127.72415,37.87736,2025-02-12
8,250000800,34,250001498,명동입구,127.72629,37.87906,2025-02-12
8,250000800,35,250002076,M백화점,127.72915,37.87876,2025-02-12
8,250000800,36,250001913,육림고개,127.73047,37.87724,2025-02-12
8,250000800,37,250001544,동부시장,127.73348,37.8763,2025-02-12
8,250000800,38,250001659,교동초교입구,127.73768,37.87733,2025-02-12
8,250000800,39,250002228,봉의중학교,127.7416,37.87912,2025-02-12
8,250000800,40,250001337,크로바A,127.74504,37.88068,2025-02-12
8,250000800,41,250001294,포스코후문,127.74694,37.88154,2025-02-12
8,250000800,42,250001331,토우시장,127.74742,37.88437,2025-02-12
8,250000800,43,250001686,농협후석로지점,127.7458,37.88628,2025-02-12
8,250000800,44,250002230,봉의A,127.74418,37.88773,2025-02-12
8,250000800,45,250001541,소방서,127.74245,37.88925,2025-02-12
8,250000800,46,265000765,바이오산업진흥원,127.74319,37.89257,2025-02-12
08월 01일,250000801,1,265000764,바이오산업진흥원,127.74445,37.89349,2025-02-12
08월 01일,250000801,2,250001540,동산A,127.74217,37.88919,2025-02-12
08월 01일,250000801,3,250002229,봉의A,127.74494,37.88674,2025-02-12
08월 01일,250000801,4,250001685,신성교회,127.74676,37.88508,2025-02-12
08월 01일,250000801,5,250001332,토우시장,127.74774,37.88308,2025-02-12
08월 01일,250000801,6,250001293,포스코후문,127.74675,37.88169,2025-02-12
08월 01일,250000801,7,250001336,크로바A,127.74411,37.88048,2025-02-12
08월 01일,250000801,8,250002227,봉의중학교,127.74152,37.8793,2025-02-12
08월 01일,250000801,9,250001658,교동초교입구,127.73815,37.87778,2025-02-12
08월 01일,250000801,10,250001545,동부시장,127.73429,37.87658,2025-02-12
08월 01일,250000801,11,250001914,육림고개,127.7308,37.87719,2025-02-12
08월 01일,250000801,12,250002077,시청입구,127.72874,37.87957,2025-02-12
08월 01일,250000801,13,250002029,명동입구,127.7267,37.87969,2025-02-12
08월 01일,250000801,14,250001848,중앙시장/중앙초교,127.72505,37.87834,2025-02-12
08월 01일,250000801,15,250001202,중앙로입구,127.72307,37.87703,2025-02-12
08월 01일,250000801,16,250001349,춘천시보건소,127.72076,37.87617,2025-02-12
08월 01일,250000801,17,250001353,춘천중학교,127.7177,37.87521,2025-02-12
08월 01일,250000801,18,250026901,건강보험공단,127.71428,37.87675,2025-02-12
08월 01일,250000801,19,250026899,두미르2차A,127.71898,37.87889,2025-02-12
08월 01일,250000801,20,250026897,꿈자람물정원,127.72129,37.88002,2025-02-12
08월 01일,250000801,21,250001371,춘천농협,127.7233,37.88342,2025-02-12
08월 01일,250000801,22,250002164,서부시장,127.72413,37.88578,2025-02-12
08월 01일,250000801,23,250002113,소양로2가,127.72514,37.88902,2025-02-12
08월 01일,250000801,24,250002242,번개시장,127.72631,37.89195,2025-02-12
08월 01일,250000801,25,250026550,소양강처녀상,127.72589,37.89369,2025-02-12
08월 01일,250000801,26,250027089,호반A,127.71939,37.88998,2025-02-12
08월 01일,250000801,27,265000701,춘천역육교앞,127.71534,37.88479,2025-02-12
08월 01일,250000801,28,250001643,청와A,127.71342,37.88145,2025-02-12
08월 01일,250000801,29,250026649,부강연립,127.71178,37.87847,2025-02-12
08월 01일,250000801,30,250001683,공지천사거리,127.71475,37.8741,2025-02-12
08월 01일,250000801,31,250001352,춘천중학교,127.71718,37.87484,2025-02-12
08월 01일,250000801,32,250001348,춘천초등학교,127.72098,37.87602,2025-02-12
08월 01일,250000801,33,250001847,중앙로입구,127.72415,37.87736,2025-02-12
08월 01일,250000801,34,250001498,명동입구,127.72629,37.87906,2025-02-12
08월 01일,250000801,35,250002076,M백화점,127.72915,37.87876,2025-02-12
08월 01일,250000801,36,250001913,육림고개,127.73047,37.87724,2025-02-12
08월 01일,250000801,37,250001544,동부시장,127.73348,37.8763,2025-02-12
08월 01일,250000801,38,250001659,교동초교입구,127.73768,37.87733,2025-02-12
08월 01일,250000801,39,250002228,봉의중학교,127.7416,37.87912,2025-02-12
08월 01일,250000801,40,250001337,크로바A,127.74504,37.88068,2025-02-12
08월 01일,250000801,41,250001294,포스코후문,127.74694,37.88154,2025-02-12
08월 01일,250000801,42,250001331,토우시장,127.74742,37.88437,2025-02-12
08월 01일,250000801,43,250001686,농협후석로지점,127.7458,37.88628,2025-02-12
08월 01일,250000801,44,250002230,봉의A,127.74418,37.88773,2025-02-12
08월 01일,250000801,45,250001541,소방서,127.74245,37.88925,2025-02-12
08월 01일,250000801,46,265000765,바이오산업진흥원,127.74319,37.89257,2025-02-12
8-S,250000802,1,265000764,바이오산업진흥원,127.74445,37.89349,2025-02-12
8-S,250000802,2,250001540,동산A,127.74217,37.88919,2025-02-12
8-S,250000802,3,250002229,봉의A,127.74494,37.88674,2025-02-12
8-S,250000802,4,250001685,신성교회,127.74676,37.88508,2025-02-12
8-S,250000802,5,250001332,토우시장,127.74774,37.88308,2025-02-12
8-S,250000802,6,250001293,포스코후문,127.74675,37.88169,2025-02-12
8-S,250000802,7,250001336,크로바A,127.74411,37.88048,2025-02-12
8-S,250000802,8,250002227,봉의중학교,127.74152,37.8793,2025-02-12
8-S,250000802,9,250001658,교동초교입구,127.73815,37.87778,2025-02-12
8-S,250000802,10,250001545,동부시장,127.73429,37.87658,2025-02-12
8-S,250000802,11,250001914,육림고개,127.7308,37.87719,2025-02-12
8-S,250000802,12,250002077,시청입구,127.72874,37.87957,2025-02-12
8-S,250000802,13,250002029,명동입구,127.7267,37.87969,2025-02-12
8-S,250000802,14,250001848,중앙시장/중앙초교,127.72505,37.87834,2025-02-12
8-S,250000802,15,250001202,중앙로입구,127.72307,37.87703,2025-02-12
8-S,250000802,16,250001349,춘천시보건소,127.72076,37.87617,2025-02-12
8-S,250000802,17,250001353,춘천중학교,127.7177,37.87521,2025-02-12
8-S,250000802,18,250001684,공지사거리,127.71469,37.8743,2025-02-12
8-S,250000802,19,250026669,서부지구대,127.71295,37.87459,2025-02-12
8-S,250000802,20,250026632,부강연립앞,127.71221,37.87853,2025-02-12
8-S,250000802,21,250001408,청와A,127.71368,37.8812,2025-02-12
8-S,250000802,22,250001882,춘천역육교앞,127.71584,37.88496,2025-02-12
8-S,250000802,23,250001240,호반A,127.71976,37.8901,2025-02-12
8-S,250000802,24,250026551,소양강처녀상,127.72509,37.89323,2025-02-12
8-S,250000802,25,250002115,소양로1가,127.72576,37.89142,2025-02-12
8-S,250000802,26,250001640,근화초교,127.72467,37.88812,2025-02-12
8-S,250000802,27,250001372,춘천농협,127.7234,37.88444,2025-02-12
8-S,250000802,28,250026898,꿈자람물정원,127.72041,37.87948,2025-02-12
8-S,250000802,29,250026900,두미르2차A,127.71852,37.87895,2025-02-12
8-S,250000802,30,250001642,근화사거리,127.71496,37.87522,2025-02-12
8-S,250000802,31,250001352,춘천중학교,127.71718,37.87484,2025-02-12
8-S,250000802,32,250001348,춘천초등학교,127.72098,37.87602,2025-02-12
8-S,250000802,33,250001847,중앙로입구,127.72415,37.87736,2025-02-12
8-S,250000802,34,250001498,명동입구,127.72629,37.87906,2025-02-12
8-S,250000802,35,250002076,M백화점,127.72915,37.87876,2025-02-12
8-S,250000802,36,250001913,육림고개,127.73047,37.87724,2025-02-12
8-S,250000802,37,250001544,동부시장,127.73348,37.8763,2025-02-12
8-S,250000802,38,250001659,교동초교입구,127.73768,37.87733,2025-02-12
8-S,250000802,39,250002228,봉의중학교,127.7416,37.87912,2025-02-12
8-S,250000802,40,250001337,크로바A,127.74504,37.88068,2025-02-12
8-S,250000802,41,250001294,포스코후문,127.74694,37.88154,2025-02-12
8-S,250000802,42,250001295,포스코더샵A,127.7486,37.8815,2025-02-12
8-S,250000802,43,250001259,후평현대3차,127.75165,37.8808,2025-02-12
8-S,250000802,44,250026690,만천주공A,127.75937,37.88423,2025-02-12
8-S,250000802,45,250026920,춘천여고앞,127.76172,37.88615,2025-02-12
8-S,250000802,46,250026917,강원고앞,127.75523,37.89519,2025-02-12
9,250000900,1,250001211,후평동종점,127.74865,37.89326,2025-02-12
9,250000900,2,250026618,공단입구,127.74999,37.89084,2025-02-12
9,250000900,3,250001562,동광주유소,127.75181,37.88988,2025-02-12
9,250000900,4,250026602,동광길입구,127.75105,37.88831,2025-02-12
9,250000900,5,250001505,동광오거리,127.74955,37.88523,2025-02-12
9,250000900,6,250001277,한국전력공사입구,127.74871,37.88346,2025-02-12
9,250000900,7,250001295,포스코더샵A,127.7486,37.8815,2025-02-12
9,250000900,8,250001786,충인교회,127.75001,37.87954,2025-02-12
9,250000900,9,250001853,일성트루엘A,127.74822,37.87735,2025-02-12
9,250000900,10,250002238,푸른언덕공원,127.74556,37.87622,2025-02-12
9,250000900,11,250001750,강원대학병원,127.74295,37.87474,2025-02-12
9,250000900,12,250001678,춘천청소년수련관,127.74109,37.87438,2025-02-12
9,250000900,13,250001230,중부지구대,127.73797,37.87579,2025-02-12
9,250000900,14,250001545,동부시장,127.73429,37.87658,2025-02-12
9,250000900,15,250002226,봉의초교,127.72968,37.87512,2025-02-12
9,250000900,16,250001492,문화예술회관,127.72687,37.87294,2025-02-12
9,250000900,17,250002028,남부사거리,127.7246,37.87154,2025-02-12
9,250000900,18,250001987,모아엘가A,127.72193,37.87293,2025-02-12
9,250000900,19,250001351,춘천중학교정문,127.71805,37.874,2025-02-12
9,250000900,20,250001352,춘천중학교,127.71718,37.87484,2025-02-12
9,250000900,21,250001348,춘천초등학교,127.72098,37.87602,2025-02-12
9,250000900,22,250001847,중앙로입구,127.72415,37.87736,2025-02-12
9,250000900,23,250001849,중앙시장,127.72549,37.87841,2025-02-12
9,250000900,24,250001885,인성병원,127.72663,37.8811,2025-02-12
9,250000900,25,265000722,KT,127.72382,37.88231,2025-02-12
9,250000900,26,250001371,춘천농협,127.7233,37.88342,2025-02-12
9,250000900,27,250002164,서부시장,127.72413,37.88578,2025-02-12
9,250000900,28,250002113,소양로2가,127.72514,37.88902,2025-02-12
9,250000900,29,250002242,번개시장,127.72631,37.89195,2025-02-12
9,250000900,30,250002120,소양2교,127.72863,37.8996,2025-02-12
9,250000900,31,250001532,두미르A,127.72832,37.90206,2025-02-12
9,250000900,32,250002109,소양중학교,127.72475,37.90604,2025-02-12
9,250000900,33,250001373,강원생명과학고,127.72324,37.90903,2025-02-12
9,250000900,34,250001161,사농현대A,127.72259,37.91109,2025-02-12
9,250000900,35,250002218,우두로입구,127.7221,37.91351,2025-02-12
9,250000900,36,250001911,육림랜드,127.72155,37.91621,2025-02-12
9,250000900,37,250001415,청소년수련원,127.72125,37.92247,2025-02-12
9,250000900,38,250001925,위도입구,127.7212,37.92438,2025-02-12
9,250000900,39,250002069,신동,127.72166,37.92697,2025-02-12
9,250000900,40,250002065,(구)신동초교,127.72207,37.92965,2025-02-12
9,250000900,41,250002067,신동삼거리,127.72238,37.9319,2025-02-12
9,250000900,42,250026839,신동교,127.72114,37.93477,2025-02-12
9,250000900,43,250002071,신동배터,127.7165,37.93694,2025-02-12
9,250000900,44,250001158,용산1리,127.71417,37.93921,2025-02-12
9,250000900,45,250001783,(구)102보충대,127.7122,37.94131,2025-02-12
9,250000900,46,250001973,용산1리,127.71073,37.94282,2025-02-12
9,250000900,47,250001966,용산3리,127.70727,37.94574,2025-02-12
9,250000900,48,250001968,용산2리취수장,127.70059,37.95013,2025-02-12
9,250000900,49,250001155,용산2리,127.68193,37.96034,2025-02-12
9,250000900,50,250001970,한강수력본부,127.67899,37.96255,2025-02-12
9,250000900,51,250001689,고탄입구,127.67705,37.96446,2025-02-12
9,250000900,52,250001153,고탄입구,127.67472,37.9663,2025-02-12
9,250000900,53,265000694,매운탕골입구,127.6667,37.97055,2025-02-12
9,250000900,54,250001368,춘천댐종점,127.66658,37.97421,2025-02-12
9,250000900,55,250001369,춘천댐종점,127.66649,37.97405,2025-02-12
9,250000900,56,265000695,매운탕골입구,127.66641,37.9705,2025-02-12
9,250000900,57,250001021,고탄입구,127.67469,37.96616,2025-02-12
9,250000900,58,250001690,고탄입구,127.6764,37.96444,2025-02-12
9,250000900,59,250001971,한강수력본부,127.67865,37.96261,2025-02-12
9,250000900,60,250001154,용산2리,127.6815,37.96039,2025-02-12
9,250000900,61,250001969,용산2리취수장,127.70107,37.94957,2025-02-12
9,250000900,62,250001967,용산3리,127.70755,37.94519,2025-02-12
9,250000900,63,250001974,용산1리,127.71044,37.94275,2025-02-12
9,250000900,64,250001784,(구)102보충대,127.71229,37.9408,2025-02-12
9,250000900,65,250001157,용산1리,127.71395,37.93905,2025-02-12
9,250000900,66,250002072,신동배터,127.71618,37.93685,2025-02-12
9,250000900,67,250002068,신동삼거리,127.72206,37.93184,2025-02-12
9,250000900,68,250002066,(구)신동초교,127.7218,37.92989,2025-02-12
9,250000900,69,250002070,신동보급대,127.72147,37.92762,2025-02-12
9,250000900,70,250001926,위도입구,127.72096,37.92497,2025-02-12
9,250000900,71,250027129,인형극장앞,127.72101,37.92104,2025-02-12
9,250000900,72,250001912,육림공원,127.72113,37.91756,2025-02-12
9,250000900,73,250002219,우두로입구,127.72184,37.9133,2025-02-12
9,250000900,74,250002220,사농현대A,127.72235,37.91082,2025-02-12
9,250000900,75,250001374,강원생명과학고,127.72299,37.9089,2025-02-12
9,250000900,76,250002110,소양중학교,127.72503,37.90511,2025-02-12
9,250000900,77,250001533,두미르A,127.72741,37.90263,2025-02-12
9,250000900,78,250002121,사우사거리,127.72837,37.89996,2025-02-12
9,250000900,79,250002115,소양로1가,127.72576,37.89142,2025-02-12
9,250000900,80,250001640,근화초교,127.72467,37.88812,2025-02-12
9,250000900,81,250001372,춘천농협,127.7234,37.88444,2025-02-12
9,250000900,82,250001886,소양로우체국,127.72624,37.88105,2025-02-12
9,250000900,83,250002029,명동입구,127.7267,37.87969,2025-02-12
9,250000900,84,250001848,중앙시장/중앙초교,127.72505,37.87834,2025-02-12
9,250000900,85,250001202,중앙로입구,127.72307,37.87703,2025-02-12
9,250000900,86,250001349,춘천시보건소,127.72076,37.87617,2025-02-12
9,250000900,87,250001353,춘천중학교,127.7177,37.87521,2025-02-12
9,250000900,88,250001350,엘타워/미소지움,127.71702,37.87405,2025-02-12
9,250000900,89,250001986,미소지움/방송대,127.72015,37.87331,2025-02-12
9,250000900,90,250002027,약사롯데캐슬,127.72313,37.8721,2025-02-12
9,250000900,91,250001493,문화예술회관,127.72721,37.87285,2025-02-12
9,250000900,92,250001356,현진에버빌3차,127.72974,37.8749,2025-02-12
9,250000900,93,250001544,동부시장,127.73348,37.8763,2025-02-12
9,250000900,94,250001229,중부지구대,127.73851,37.87533,2025-02-12
9,250000900,95,250001677,춘천청소년수련관,127.74071,37.87433,2025-02-12
9,250000900,96,250001749,강원대학병원,127.74331,37.87484,2025-02-12
9,250000900,97,250002237,푸른언덕공원,127.7463,37.87627,2025-02-12
9,250000900,98,250001205,후평중학교,127.74843,37.87723,2025-02-12
9,250000900,99,250001785,신한은행후평동지점,127.75049,37.87928,2025-02-12
9,250000900,100,250001292,포스코더샵A,127.74948,37.88067,2025-02-12
9,250000900,101,250001278,한국전력공사입구,127.74899,37.88349,2025-02-12
9,250000900,102,250001506,동광오거리,127.74958,37.8847,2025-02-12
9,250000900,103,250001242,춘천도매물류마트,127.751,37.88763,2025-02-12
9,250000900,104,250001491,문화주택,127.75179,37.88929,2025-02-12
9,250000900,105,250026617,공단입구,127.74988,37.89102,2025-02-12
9,250000900,106,250001212,후평동종점,127.74889,37.89333,2025-02-12
10,250001000,1,265000793,상공회의소,127.75267,37.89832,2025-02-12
10,250001000,2,250026779,장학해온채A,127.75391,37.89731,2025-02-12
10,250001000,3,250026778,장학교차로,127.75555,37.89383,2025-02-12
10,250001000,4,250001754,강동농협장학지점,127.75321,37.89175,2025-02-12
10,250001000,5,250026617,공단입구,127.74988,37.89102,2025-02-12
10,250001000,6,250001563,도민일보,127.74479,37.89053,2025-02-12
10,250001000,7,250001540,동산A,127.74217,37.88919,2025-02-12
10,250001000,8,250002229,봉의A,127.74494,37.88674,2025-02-12
10,250001000,9,250002124,세경3차,127.74411,37.88482,2025-02-12
10,250001000,10,250001547,동보빌리지,127.74114,37.8838,2025-02-12
10,250001000,11,250002127,한림대학교,127.7384,37.88355,2025-02-12
10,250001000,12,250001262,향교,127.73466,37.8815,2025-02-12
10,250001000,13,250001358,춘천시청별관,127.73269,37.88171,2025-02-12
10,250001000,14,250001746,강원일보,127.72854,37.88254,2025-02-12
10,250001000,15,250002029,명동입구,127.7267,37.87969,2025-02-12
10,250001000,16,250001848,중앙시장/중앙초교,127.72505,37.87834,2025-02-12
10,250001000,17,250001202,중앙로입구,127.72307,37.87703,2025-02-12
10,250001000,18,250001349,춘천시보건소,127.72076,37.87617,2025-02-12
10,250001000,19,250001353,춘천중학교,127.7177,37.87521,2025-02-12
10,250001000,20,250001350,엘타워/미소지움,127.71702,37.87405,2025-02-12
10,250001000,21,250001986,미소지움/방송대,127.72015,37.87331,2025-02-12
10,250001000,22,250002027,약사롯데캐슬,127.72313,37.8721,2025-02-12
10,250001000,23,250001626,남부시장,127.726,37.87062,2025-02-12
10,250001000,24,250026603,수협,127.72789,37.86971,2025-02-12
10,250001000,25,250002023,양우A,127.7305,37.86833,2025-02-12
10,250001000,26,250002239,춘천지방법원,127.73416,37.86611,2025-02-12
10,250001000,27,250001751,춘천사회혁신센터,127.7363,37.86417,2025-02-12
10,250001000,28,250002136,석사A,127.73912,37.86279,2025-02-12
10,250001000,29,250002148,석사4거리,127.74329,37.86117,2025-02-12
10,250001000,30,250002147,석사교회,127.7446,37.85989,2025-02-12
10,250001000,31,250001386,교육대학교,127.7471,37.85718,2025-02-12
10,250001000,32,250001526,거두리부영A,127.75154,37.85551,2025-02-12
10,250001000,33,250001717,성우오스타A,127.75488,37.85605,2025-02-12
10,250001000,34,250000004,거두리주공A,127.75863,37.85665,2025-02-12
10,250001000,35,250001744,거두1리,127.76008,37.85949,2025-02-12
10,250001000,36,250000005,강원지방경찰청,127.75868,37.86253,2025-02-12
10,250001000,37,250001644,그랜드A,127.75627,37.86681,2025-02-12
10,250001000,38,250002144,석사대우A,127.75628,37.86906,2025-02-12
10,250001000,39,250001418,동아/청구A,127.75337,37.87015,2025-02-12
10,250001000,40,250001203,후평3동우체국,127.75277,37.87231,2025-02-12
10,250001000,41,250002235,보안사거리,127.75271,37.87502,2025-02-12
10,250001000,42,250001804,우미린후문,127.752,37.87723,2025-02-12
10,250001000,43,250001785,신한은행후평동지점,127.75049,37.87928,2025-02-12
10,250001000,44,250001292,포스코더샵A,127.74948,37.88067,2025-02-12
10,250001000,45,250001278,한국전력공사입구,127.74899,37.88349,2025-02-12
10,250001000,46,250001506,동광오거리,127.74958,37.8847,2025-02-12
10,250001000,47,250001242,춘천도매물류마트,127.751,37.88763,2025-02-12
10,250001000,48,250001491,문화주택,127.75179,37.88929,2025-02-12
10,250001000,49,250001753,강동농협장학지점,127.75348,37.89169,2025-02-12
10,250001000,50,250026917,강원고앞,127.75523,37.89519,2025-02-12
10,250001000,51,265000792,상공회의소,127.75267,37.89849,2025-02-12
10월 01일,250001001,1,265000793,상공회의소,127.75267,37.89832,2025-02-12
10월 01일,250001001,2,250026779,장학해온채A,127.75391,37.89731,2025-02-12
10월 01일,250001001,3,250026778,장학교차로,127.75555,37.89383,2025-02-12
10월 01일,250001001,4,250001754,강동농협장학지점,127.75321,37.89175,2025-02-12
10월 01일,250001001,5,250001562,동광주유소,127.75181,37.88988,2025-02-12
10월 01일,250001001,6,250026602,동광길입구,127.75105,37.88831,2025-02-12
10월 01일,250001001,7,250001505,동광오거리,127.74955,37.88523,2025-02-12
10월 01일,250001001,8,250001277,한국전력공사입구,127.74871,37.88346,2025-02-12
10월 01일,250001001,9,250001295,포스코더샵A,127.7486,37.8815,2025-02-12
10월 01일,250001001,10,250001786,충인교회,127.75001,37.87954,2025-02-12
10월 01일,250001001,11,250001805,한국국토정보공사,127.75119,37.8779,2025-02-12
10월 01일,250001001,12,250002236,보안사거리,127.75244,37.87539,2025-02-12
10월 01일,250001001,13,250001204,부안주유소,127.7525,37.87252,2025-02-12
10월 01일,250001001,14,250001417,청구/동아A,127.75355,37.86994,2025-02-12
10월 01일,250001001,15,250002141,석사부영A,127.75602,37.86912,2025-02-12
10월 01일,250001001,16,250001964,그랜드A,127.756,37.86691,2025-02-12
10월 01일,250001001,17,250000006,강원지방경찰청,127.75841,37.86246,2025-02-12
10월 01일,250001001,18,250001745,거두1리,127.75977,37.8595,2025-02-12
10월 01일,250001001,19,250026548,호반베르디움,127.75938,37.85716,2025-02-12
10월 01일,250001001,20,250000003,성우오스타A,127.75505,37.85641,2025-02-12
10월 01일,250001001,21,250001716,거두리부영A,127.75209,37.85593,2025-02-12
10월 01일,250001001,22,250002015,여성가족연구원,127.74857,37.85616,2025-02-12
10월 01일,250001001,23,250001385,교육대학교,127.74647,37.85821,2025-02-12
10월 01일,250001001,24,250002140,석사사거리,127.74514,37.85961,2025-02-12
10월 01일,250001001,25,250001546,동보A,127.74218,37.86186,2025-02-12
10월 01일,250001001,26,250002137,석사A,127.73935,37.86293,2025-02-12
10월 01일,250001001,27,250001752,병무청앞,127.73517,37.86553,2025-02-12
10월 01일,250001001,28,250002024,양우A,127.73157,37.86795,2025-02-12
10월 01일,250001001,29,250001276,한국토지주택공사,127.72924,37.86929,2025-02-12
10월 01일,250001001,30,250001627,남부시장,127.72754,37.87013,2025-02-12
10월 01일,250001001,31,250002028,남부사거리,127.7246,37.87154,2025-02-12
10월 01일,250001001,32,250001987,모아엘가A,127.72193,37.87293,2025-02-12
10월 01일,250001001,33,250001351,춘천중학교정문,127.71805,37.874,2025-02-12
10월 01일,250001001,34,250001352,춘천중학교,127.71718,37.87484,2025-02-12
10월 01일,250001001,35,250001348,춘천초등학교,127.72098,37.87602,2025-02-12
10월 01일,250001001,36,250001847,중앙로입구,127.72415,37.87736,2025-02-12
10월 01일,250001001,37,250001498,명동입구,127.72629,37.87906,2025-02-12
10월 01일,250001001,38,250001279,한국은행,127.72865,37.88217,2025-02-12
10월 01일,250001001,39,250001359,춘천시청별관,127.73264,37.88151,2025-02-12
10월 01일,250001001,40,250001263,향교,127.73523,37.8817,2025-02-12
10월 01일,250001001,41,250001275,한림대학교,127.73737,37.8831,2025-02-12
10월 01일,250001001,42,250001548,동보빌리지,127.74144,37.88358,2025-02-12
10월 01일,250001001,43,250002125,세경3차,127.7437,37.88438,2025-02-12
10월 01일,250001001,44,250001686,농협후석로지점,127.7458,37.88628,2025-02-12
10월 01일,250001001,45,250002230,봉의A,127.74418,37.88773,2025-02-12
10월 01일,250001001,46,250001541,소방서,127.74245,37.88925,2025-02-12
10월 01일,250001001,47,250001564,도민일보,127.74313,37.89017,2025-02-12
10월 01일,250001001,48,250001375,기계공고,127.74669,37.89051,2025-02-12
10월 01일,250001001,49,250026618,공단입구,127.74999,37.89084,2025-02-12
10월 01일,250001001,50,250001753,강동농협장학지점,127.75348,37.89169,2025-02-12
10월 01일,250001001,51,250026917,강원고앞,127.75523,37.89519,2025-02-12
10월 01일,,,265000792,상공회의소,127.75267,37.89849,2025-02-12
10-S,250001002,1,265000793,상공회의소,127.75267,37.89832,2025-02-12
10-S,250001002,2,250026779,장학해온채A,127.75391,37.89731,2025-02-12
10-S,250001002,3,250026778,장학교차로,127.75555,37.89383,2025-02-12
10-S,250001002,4,250001754,강동농협장학지점,127.75321,37.89175,2025-02-12
10-S,250001002,5,250026617,공단입구,127.74988,37.89102,2025-02-12
10-S,250001002,6,250001563,도민일보,127.74479,37.89053,2025-02-12
10-S,250001002,7,250001540,동산A,127.74217,37.88919,2025-02-12
10-S,250001002,8,250002229,봉의A,127.74494,37.88674,2025-02-12
10-S,250001002,9,250002124,세경3차,127.74411,37.88482,2025-02-12
10-S,250001002,10,250001547,동보빌리지,127.74114,37.8838,2025-02-12
10-S,250001002,11,250002127,한림대학교,127.7384,37.88355,2025-02-12
10-S,250001002,12,250001262,향교,127.73466,37.8815,2025-02-12
10-S,250001002,13,250001358,춘천시청별관,127.73269,37.88171,2025-02-12
10-S,250001002,14,250001746,강원일보,127.72854,37.88254,2025-02-12
10-S,250001002,15,250002029,명동입구,127.7267,37.87969,2025-02-12
10-S,250001002,16,250001848,중앙시장/중앙초교,127.72505,37.87834,2025-02-12
